term,aliases,category,definition,source_name,source_url
신용(대출)이자,[],거래/주문/결제,"신용(대출)이자는 신용거래나 대출을 이용한 기간에 대해 투자자가 지불해야 하는 이자입니다. 이자율 산정 방식은 크게 세 가지로 구분됩니다. 이용 기간에 따라 구간별로 다른 이자율을 적용해 합산하는 '체차법', 이용 기간과 관계없이 동일한 이자율을 적용하는 '단일법', 그리고 상환 시점의 최종 이자율을 전체 이용 기간에 일괄 적용하는 '소급법'이 있습니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
신용거래,"[""신용 거래""]",거래/주문/결제,"신용거래는 증권사로부터 자금이나 주식을 빌려 주식을 매매하는 거래 방식입니다. 보유한 자산보다 더 큰 규모로 거래할 수 있어 공격적인 운용이 가능하지만, 빌린 돈에 대한 이자가 발생하며 정해진 만기 내에 상환해야 합니다. 담보비율이 일정 수준(보통 140%) 미만으로 하락할 경우 반대매매 등의 불이익이 발생할 수 있으므로 자산 평가 금액의 변동을 유의 깊게 살펴야 합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
신용공여,[],거래/주문/결제,신용공여는 증권사가 투자자에게 주식을 담보로 돈을 빌려주거나 주식을 빌려주는 등의 행위를 포괄적으로 이르는 말입니다. 증권담보융자나 신용거래 등이 대표적입니다. 금융기관의 건전성을 위해 금융감독원은 신용공여 한도를 해당 기관 자기자본의 일정 범위 내로 제한하고 있습니다.,iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
신용공여업무,[],거래/주문/결제,신용공여업무는 증권사가 주식 거래와 관련하여 고객에게 자금을 빌려주거나 주식을 대여해 주는 업무를 뜻합니다. 투자자가 주식을 사고팔 때 증권사로부터 자금이나 주식을 빌리는 서비스 전반을 포괄하는 용어로 쓰입니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신용대주거래,[],거래/주문/결제,"신용대주거래는 주가 하락이 예상될 때 증권사로부터 주식을 빌려 매도하는 거래 방식입니다. 계좌 내 현금이나 주식 등을 담보로 설정하여 주식을 빌린 뒤, 나중에 주가가 낮아졌을 때 시장에서 다시 사서 갚는 방식으로 진행됩니다. 주가가 오르면 손실이 발생할 수 있고, 담보비율을 유지하지 못하면 추가 담보 요구를 받거나 강제 청산될 수 있습니다. 신규 투자자는 사전 교육과 모의 거래를 이수해야 거래가 가능합니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
신용융자거래,[],거래/주문/결제,"신용융자거래는 주식을 살 때 투자자가 가진 돈의 일부를 담보로 증권사에서 자금을 빌려 주식을 매수하는 거래 방식입니다. 매수하려는 금액 전체를 본인이 부담하지 않고, 정해진 비율에 따라 증권사의 대출금을 활용해 주식을 살 수 있습니다. 주식 주문 화면이나 계좌 정보에서 대출 비율이나 융자 가능 여부를 확인할 때 주로 사용되는 용어입니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
신용증권(credit instrument),[],채권/금리/환율,"신용증권은 지폐를 제외하고 장기 또는 단기의 채권과 채무 관계를 증명하는 증서를 뜻합니다. 수표, 예금증서, 어음, 채권, 주식 등이 대표적인 예시입니다. 금융 시장에서 자금 거래나 권리 관계를 공식적으로 나타내는 수단으로 쓰입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신용창조(creation of bank deposit),[],거시경제,"신용창조는 은행이 대출을 통해 처음 예금된 금액보다 몇 배 많은 예금통화를 만들어내는 현상입니다. '예금창조'라고도 하며, 경제 뉴스나 리포트에서 시중 유동성이 늘어나는 원리를 설명할 때 주로 쓰입니다. 은행의 대출 활동이 반복됨에 따라 경제 전체에 유통되는 돈의 양이 처음보다 크게 불어나는 효과를 의미합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신용창출(credit creation),[],거시경제,"신용창출은 은행이 대출을 통해 처음 예금액의 몇 배에 달하는 예금통화를 만들어내는 현상을 말합니다. 은행이 예금 중 일부를 지급준비금으로 남기고 나머지를 대출하면, 그 대출금이 다시 예금으로 유입되어 또 다른 대출로 이어지는 과정이 반복되며 시중의 통화량이 늘어납니다. 거시경제 지표나 통화 정책 관련 뉴스에서 시중 유동성을 설명할 때 주로 사용되는 개념입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신용할당(credit rationing),[],채권/금리/환율,"신용할당은 금융기관이 대출금리를 조정하는 대신 차입자의 신용상태 등 특정 기준에 따라 대출 규모를 제한하거나 배분하는 것을 의미합니다. 시장 금리가 변하더라도 대출 수요를 모두 충족하지 않고, 금융기관이 정한 기준에 따라 자금을 공급하는 상황을 설명할 때 쓰입니다. 주로 뉴스나 리포트에서 시장의 자금 흐름과 기업의 자금 조달 여건을 분석할 때 언급됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신주 인수권,[],공시/기업행위,"신주 인수권은 기업이 새로운 주식을 발행할 때 이를 배정받을 수 있는 권리입니다. 이사회의 결정에 따라 기존 주주에게 부여하거나 특정 연고자에게 부여할 수 있으며, 일반적으로는 기존 주주에게 부여하는 경우가 많습니다. 주로 유상증자 공시 등에서 누가 새로운 주식을 받을 권리를 갖는지 확인할 때 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신주인수권부사채,[],채권/금리/환율,"신주인수권부사채(BW)는 발행 회사의 주식을 미리 정해진 가격으로 살 수 있는 권리가 부여된 채권입니다. 채권의 권리를 행사해 신주를 인수하더라도 채권 자체가 사라지는 전환사채와 달리, 신주인수권부사채는 권리 행사 후에도 채권이 그대로 유지되는 것이 특징입니다. 따라서 신주를 인수할 때는 별도의 대금을 지불해야 하며, 발행액 대비 신주 인수권의 비율은 1대 1 이하로 제한됩니다. 기업 공시나 재무제표에서 주로 볼 수 있으며, 주가가 행사가격보다 높을 때는 주가와 연동되고 낮을 때는 채권 금리의 영향을 더 많이 받습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신주인수권부사채(BW),[],채권/금리/환율,"신주인수권부사채(BW)는 발행 회사의 신주를 미리 정해진 가격으로 인수할 수 있는 권리(워런트)가 부여된 채권입니다. 투자자는 채권의 원금과 이자를 받으면서, 향후 주식을 확보할 수 있는 권리를 함께 가집니다. 기업의 자금 조달 방식이나 공시 등에서 주로 쓰이는 용어입니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
신탁계약,[],ETF/펀드,"신탁계약은 자산운용사(위탁 회사)와 수탁 회사 간에 맺는 계약으로, 투자자의 자산을 별도의 재산으로 구분하여 보관하고 관리하는 체계를 뜻합니다. 다수의 투자자가 맡긴 자산을 운용사가 관리하되, 실제 자산의 보관과 관리는 수탁 회사에 다시 맡기는 구조를 가집니다. 주로 펀드나 ETF의 설정 및 운용 방식을 설명하는 공시나 리포트 등에서 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신탁계약의 해지,[],공시/기업행위,"신탁계약의 해지는 위탁 회사와 신탁 회사 간에 체결된 신탁 계약의 효력을 소멸시키는 행위입니다. 계약이 해지되면 신탁재산을 수익자에게 돌려주게 되는데, 이 과정이 수익자의 이익에 큰 영향을 줄 수 있어 엄격한 제한이 따릅니다. 주로 공시를 통해 계약 종료 사실과 그에 따른 자산 반환 내용을 알릴 때 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신탁계정,[],ETF/펀드,"신탁계정은 고객이 맡긴 금전, 부동산, 유가증권 등의 자산을 관리하고 운용하기 위해 설정된 계좌를 말합니다. 자산의 소유자가 운용을 신탁회사에 맡기고 그 결과에 따른 수익을 받는 구조입니다. 국내에서는 주로 은행이 신탁 업무를 겸업하여 처리하며, 운용 실적에 따라 수익률이 달라질 수 있다는 특징이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신탁보수,[],ETF/펀드,"신탁보수는 펀드의 운용과 관리에 대한 대가로 투자자가 지불하는 비용입니다. 운용보수, 판매보수, 수탁보수, 일반사무관리회사의 사무관리보수 등이 포함됩니다. 펀드나 ETF의 상세 정보 화면에서 상품의 비용 구조를 확인할 때 주로 쓰이는 용어입니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
신탁약관,[],ETF/펀드,"신탁약관은 자산운용사가 다수의 투자자와 신탁 계약을 체결하기 위해 미리 작성해 둔 표준 계약 조항입니다. 펀드나 ETF 같은 투자 신탁의 운영 방식과 당사자 간의 권리 및 의무를 정형화한 것입니다. 투자자는 약관의 개별 내용을 수정할 수 없으며, 제시된 조건에 따라 계약 체결 여부를 결정하게 됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
신탁업자,[],ETF/펀드,"신탁업자는 집합투자업자의 운용지시에 따라 자산의 취득과 처분을 실행하고, 투자신탁재산을 보관 및 관리하는 회사입니다. 펀드나 ETF 등의 상품에서 자산이 안전하게 보관되도록 관리하는 역할을 수행하며, 운용사의 지시에 따라 실제 자산의 매매 업무를 처리합니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
신탁재산,[],ETF/펀드,"신탁재산은 수탁자가 신탁 목적에 따라 수익자를 위해 관리하고 처분할 수 있는 재산권을 뜻합니다. ETF나 펀드 운용을 위해 맡겨진 자산으로, 추가 설정이나 배당, 이자, 매매 결과에 따라 규모가 커지기도 하고, 일부 해지나 매매 등에 의해 줄어들기도 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
실권주,[],공시/기업행위,"실권주는 기업이 유상증자를 진행할 때 주주가 신주를 인수할 권리를 포기하거나 대금을 납입하지 않아 남게 된 주식을 뜻합니다. 기업의 실적이 좋지 않거나 주가가 신주 발행가보다 낮을 때, 혹은 주주의 자금 사정으로 인해 발생할 수 있습니다. 유상증자 관련 공시나 뉴스에서 증자 결과와 기업의 자금 조달 상황을 파악할 때 주로 쓰이는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
실물 거래,[],거래/주문/결제,"실물 거래는 증권거래소에서 매매 계약이 성립된 후 실제 현금과 증권을 주고받는 거래 방식입니다. 결제 시점에 따라 계약 당일이나 다음 날 결제하는 즉일 수도 거래와, 15일 이내의 특정일이나 주식 발행일에 결제하는 선물 수도 거래로 구분됩니다. 실물 증권의 수송 기간이나 주식 발행 여부 등 거래 상황에 따라 결제 조건이 달라질 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
실물자산,[],거시경제,"실물자산은 농산물, 축산물, 수산물, 광산물, 에너지와 같이 형태가 있는 구체적인 물품과 이를 원료로 만든 제품을 뜻합니다. 거시경제 흐름이나 원자재 가격 변동을 다루는 뉴스에서 주로 사용되며, 기업의 생산 원가나 물가 수준을 파악하는 기초 자료가 됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
실세금리,[],채권/금리/환율,실세금리는 금융시장의 실제 자금 수급 상황을 가장 잘 반영하는 금리를 뜻합니다. 주로 경제 뉴스나 시장 분석 리포트에서 현재의 금리 수준을 파악하는 지표로 활용됩니다. 대표적인 실세금리로는 3년 만기 국고채 수익률이나 3개월 만기 양도성예금증서(CD) 유통수익률 등이 꼽힙니다.,iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
실시간지표가치,[],ETF/펀드,실시간지표가치는 장중에 실시간으로 산출되는 ETF나 ETN의 지표가치입니다. 현재 시장에서 거래되는 가격이 기초자산의 가치와 얼마나 차이가 나는지 확인하는 기준으로 활용됩니다. 시장 가격과 지표가치 사이에 차이가 발생할 수 있으므로 ETF나 ETN 상세 화면에서 주요 지표로 확인해야 합니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
실질주주,[],거래/주문/결제,"실질주주는 주권을 직접 보유하지 않고 증권사나 한국예탁결제원 같은 수탁기관에 주식을 맡겨둔 실제 투자자를 말합니다. 주식 실물을 직접 주고받는 대신 전산상으로 거래하는 현대 주식 시장의 일반적인 투자자 형태를 의미하며, 주주로서의 권리를 실질적으로 행사할 수 있는 주체를 가리킬 때 사용합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
실현손익,[],거래/주문/결제,실현손익은 주식을 매도하여 실제로 발생한 이익이나 손실을 뜻합니다. 주식을 사고판 결과에 거래 수수료와 세금을 반영한 최종 금액입니다. 주식 거래 화면이나 계좌 내역에서 실제 투자 성과를 확인할 때 주로 사용됩니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
실효금리,[],채권/금리/환율,실효금리는 명목상의 금리가 아니라 실제로 지급되거나 적용되는 금리를 뜻합니다. 주로 뉴스나 리포트에서 실제 이자 수익이나 비용 부담을 설명할 때 쓰입니다. 표면적인 수치와 실제 적용되는 금리가 다를 수 있다는 점을 유의해야 합니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
심리도,[],가격/차트,심리도는 주식시장이 현재 과열된 상태인지 아니면 침체된 상태인지를 파악하는 지표입니다. 시장의 갑작스러운 호재나 악재를 신속하게 반영하여 시장의 변화를 객관적으로 판단할 때 활용합니다. 주로 차트 분석에서 단기적인 시장의 흐름을 파악하는 용도로 쓰입니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
아메리칸 증권거래소(AMEX; American stock exchange),[],시장/상장,아메리칸 증권거래소(AMEX)는 뉴욕에 위치한 미국의 증권거래소입니다. 뉴욕증권거래소(NYSE)에 이어 미국 내에서 두 번째 규모를 가진 거래소로 알려져 있습니다. 주로 해외 시장 동향을 다루는 뉴스나 리포트에서 미국 주식 시장의 주요 거래소 중 하나로 언급됩니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
안전자산(riskless asset),[],채권/금리/환율,"안전자산은 원금 손실이나 채무 불이행의 위험이 없는 금융자산을 뜻하며, 무위험자산이라고도 부릅니다. 주로 시장의 변동성이 커지거나 경제 상황이 불안정할 때 뉴스나 리포트에서 시장의 흐름을 설명하는 맥락으로 자주 쓰입니다. 안전자산이라는 표현이 모든 상황에서 절대적인 가치 보존을 의미하는 것은 아니므로 시장 환경에 따른 해석이 필요합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
안전채권,[],채권/금리/환율,"안전채권은 금융기관이 보유한 자산 중 원금을 돌려받지 못할 위험이 없는 자산을 뜻합니다. 국제결제은행(BIS) 기준에 따라 위험가중치가 0으로 설정된 자산이 이에 해당하며, 정부가 지급을 보증한 대출금 등이 대표적입니다. 금융기관의 자산 건전성을 다루는 뉴스나 리포트에서 주로 쓰이는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
안정조작,[],거래/주문/결제,안정조작은 증권의 발행인과 계약을 맺은 금융투자회사가 주식의 가격을 안정시키기 위해 시장에서 직접 매매하는 것을 말합니다. 주로 새로운 주식을 발행하거나 팔 때 가격이 급격히 변동하는 것을 막아 원활한 거래를 돕기 위해 실시합니다. 증권신고서나 인수계약서에 안정조작을 할 수 있다고 미리 명시된 경우에만 일정 기간 동안 진행됩니다.,iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
액면,[],공시/기업행위,"액면은 주식이나 사채의 증서에 직접 기재된 금액을 말합니다. 현재 국내에서는 신규 발행 주식의 경우 최고 5,000원, 사채는 1만 원 이상으로 발행하도록 되어 있습니다. 공시나 기업 정보를 확인할 때 해당 증권의 기준이 되는 금액으로 쓰입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
액면 발행,[],공시/기업행위,"액면 발행은 주식이나 채권을 발행할 때 액면가액과 동일한 가격으로 발행하는 방식입니다. 기업이 자금을 조달하기 위해 주식이나 채권을 새로 발행할 때, 발행 가격을 결정하는 기준 중 하나로 공시 등에서 확인됩니다. 액면가보다 높은 가격으로 발행하는 할증 발행이나 낮은 가격으로 발행하는 할인 발행과 구분되는 개념입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
액면 변경,[],공시/기업행위,액면 변경은 주식의 액면 금액을 바꾸는 것을 말합니다. 주식의 수를 늘리는 주식 분할이나 주식의 수를 합치는 주식 병합 등의 형태로 나타납니다. 공시나 주가 화면에서 기업의 주식 가치와 수량이 조정되는 주요한 기업 행위로 다뤄집니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
액면 전환,[],파생/구조화상품,"액면 전환은 전환사채(CB)를 주식으로 전환할 때 주식의 액면가를 기준으로 교환하는 방식입니다. 예를 들어 액면가 1만 원인 전환사채를 액면가 5,000원인 주식 2주로 교환하는 형태를 말합니다. 전환사채의 권리 행사 방식 중 하나로 공시나 채권 관련 정보에서 확인할 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
액면가,[],공시/기업행위,"액면가는 주식 유가증권에 적힌 표면상의 가격을 의미합니다. 실제 시장에서 거래되는 가격이 아닌 기업이 발행 시 정한 가격으로 100원, 500원, 1,000원, 5,000원 등으로 표시되거나 액면 표시가 없을 수도 있습니다. 주로 상장주식수를 계산하거나 액면분할, 액면병합 비율을 확인할 때 제한적으로 활용되며 실제 주가와는 차이가 있다는 점에 유의해야 합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
액면분할,[],공시/기업행위,"액면분할은 주식의 액면가격을 일정 비율로 나누어 발행 주식의 총 수를 늘리는 것을 뜻합니다. 기업의 자본금은 변하지 않으면서 주식 수만 늘어나는 행위로, 주로 주당 가격이 너무 높아 거래가 부진할 때 거래를 활성화하기 위해 추진합니다. 주당 가격이 낮아져 투자자가 상대적으로 쉽게 접근할 수 있게 되는 효과가 있으며, 반대 개념으로는 액면병합이 있습니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
액면주,[],주식 기초,"액면주는 회사의 정관과 주식의 권면에 액면 금액이 기재되어 있는 주식입니다. 액면 금액이 기재되지 않은 무액면주와 대비되는 개념이며, 현재 우리나라에서 발행되고 있는 주식은 모두 액면주에 해당합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
약세 시장,[],가격/차트,"약세 시장은 장기적으로 주가가 하락하는 추세에 있는 시장을 뜻합니다. 주식의 시장 가격이 고유 가치보다 높게 형성되어 있을 때 나타나며, 주가가 상당 기간 하락할 것으로 예측되는 시장 상황을 의미합니다. 뉴스나 리포트에서 시장의 전반적인 흐름을 설명할 때 주로 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
약정,[],거래/주문/결제,"약정은 증권시장에서 주식의 매매가 성립된 것을 의미합니다. 주문한 주식이 실제로 체결되었을 때 사용하며, 이때 결정된 가격을 약정 가격, 가격에 수량을 곱한 총액을 약정 대금이라고 부릅니다. 거래 내역이나 주문 화면에서 체결 여부와 거래 규모를 확인할 때 쓰이는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
약정식 RP,[],채권/금리/환율,약정식 RP는 투자 기간과 금액 등을 미리 약정하고 가입하는 상품입니다. 가입 시 정한 기간이 종료되면 자동으로 재투자되지 않는다는 특징이 있습니다. 주로 채권이나 금리 관련 서비스에서 정해진 기간 동안 자금을 운용하는 상품을 설명할 때 쓰입니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
약정식 발행어음,[],채권/금리/환율,"약정식 발행어음은 투자 기간, 금액, 조건 등을 미리 정해놓고 가입하는 방식의 발행어음입니다. 주로 증권사 상품 화면에서 볼 수 있으며, 가입 시점에 약속한 조건에 따라 운영되는 것이 특징입니다. 미리 정해진 기간과 조건을 바탕으로 하므로 가입 시 해당 내용을 확인하는 것이 필요합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
양도성예금증서(CD),[],채권/금리/환율,"양도성예금증서(CD)는 은행이 정기예금에 대해 발행하는 무기명 예금증서입니다. 예금자 이름이 적혀 있지 않아 다른 사람에게 자유롭게 팔 수 있으며, 만기 전이라도 유통시장에서 거래가 가능한 대표적인 단기금융상품입니다. 소지자에게 원금과 미리 정해진 이자를 지급하는 확정이자 증권의 성격을 가집니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
양도차손,[],거래/주문/결제,양도차손은 주식 등 자산을 매입한 금액보다 낮은 가격에 매도하여 발생한 손실을 뜻합니다. 주로 거래 내역이나 세금 정산 관련 안내에서 확인하게 되는 용어입니다. 발생한 손실 규모에 따라 전체 투자 손익 계산에 영향을 미칠 수 있습니다.,iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
어음담보대출,[],채권/금리/환율,"어음담보대출은 금융기관이 보유한 어음을 담보로 자금을 빌려주는 방식입니다. 재할인과 함께 금융기관에 대출을 제공하는 주요 형태 중 하나로, 주로 경제 뉴스나 리포트에서 시장의 유동성 공급 방식을 설명할 때 쓰입니다. 담보로 사용되는 어음의 종류에는 무역어음, 군수산업 어음, 농수축산 어음, 증권 등이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
어음부도율,[],거시경제,어음부도율은 어음 교환 총액 중 부도 처리된 어음의 비중을 나타내는 지표입니다. 시중의 자금 사정이 얼마나 원활한지 보여주는 대표적인 거시경제 지표로 활용됩니다. 주로 경제 뉴스나 리포트에서 기업들의 자금난 정도나 전반적인 경기 흐름을 설명할 때 쓰입니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
어음할인(discount),[],재무/회계,"어음할인은 어음의 액면금액에서 만기까지의 이자를 뺀 금액으로 어음을 매입하여 자금을 융통해 주는 방식입니다. 기업이 만기 전의 어음을 현금화하여 자금을 조달할 때 주로 발생하며, 재무제표나 공시 등에서 기업의 자금 운용 상황을 나타내는 맥락으로 쓰입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
업적시세,[],가격/차트,"업적시세는 기업의 실적이나 성과를 바탕으로 주가가 형성되는 것을 뜻합니다. 주당순이익(EPS)이 늘어남에 따라 주가도 함께 오르는 국면을 설명할 때 주로 쓰이며, 이때 PER는 일정한 수준을 유지하는 경우가 많습니다. 금융시세와 명확히 구분하기는 어렵지만, 기업의 실제 업적이 주가 상승의 주요 원인으로 작용하는 상황을 나타냅니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
엔젤투자,[],수급/투자자,"엔젤투자는 기술력이나 아이디어는 있으나 자금이 부족한 초기 벤처기업에 자금을 지원하고 주식을 받는 투자 방식입니다. 투자자는 자금을 제공하고 기업가는 사업을 운영하며, 향후 사업이 성공하면 그 이익을 함께 나누게 됩니다. 주로 초기 기업의 자금 조달이나 성장 과정을 다루는 뉴스 및 리포트에서 사용되는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
엔화표시외채 (yen-denominated foreign bond),[],채권/금리/환율,"엔화표시외채는 외국 법인이 일본 국내에서 자금을 조달하기 위해 발행하는 엔화 단위의 채권입니다. 해외 기업이나 기관이 일본 금융시장에서 자금을 마련할 때 활용하며, 발행된 종목의 상당수는 도쿄증권거래소에 상장되어 거래됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
엘리어트 파동 이론,[],가격/차트,"엘리어트 파동 이론은 주가가 상승 5파와 하락 3파를 그리며 끊임없이 순환한다는 이론입니다. 주가 차트에서 단기부터 장기까지의 흐름을 추적하고 예측하는 기법으로 활용됩니다. 큰 파동이 더 작은 단위의 상승 5파와 하락 3파로 구성되는 반복적인 구조를 가지며, 피보나치 수열의 원리와도 연관이 깊습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
여신관리제도,[],거시경제,"여신관리제도는 특정 계열기업군이 은행으로부터 빌릴 수 있는 대출 규모를 일정 범위 내로 제한하고 관리하는 제도입니다. 금융기관의 자금이 특정 기업집단에 과도하게 쏠리는 것을 방지하고, 무분별한 기업 확장이나 부동산 취득을 막기 위해 도입되었습니다. 경제력 집중을 완화한다는 긍정적인 평가와 함께, 기업의 대외 경쟁력을 약화시킬 수 있다는 우려가 공존하는 제도입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역금융장세,[],거시경제,"역금융장세는 시중의 자금 부족으로 인해 대부분의 종목 주가가 큰 폭으로 하락하고 투자자들이 시장을 이탈하는 장세를 뜻합니다. 거시경제 환경 변화에 따른 증시 흐름을 설명할 때 주로 쓰입니다. 전반적인 하락세 속에서도 시장 민감도가 높은 중소형주를 중심으로 개별 종목 장세가 나타나기도 하며, 일부 종목에 자금이 집중되면서 간헐적인 상승세가 나타나는 특징이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역배열,[],가격/차트,"역배열은 주식 차트에서 이동평균선이 위에서부터 장기, 중기, 단기 순으로 나열된 상태를 말합니다. 주가가 하락하며 평균 가격이 점차 낮아지는 하락 추세에서 주로 나타나는 현상입니다. 주가가 반등하려 할 때마다 위에 위치한 이동평균선들이 저항선 역할을 하며 하락 흐름이 이어지는 경향이 있습니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
역분식결산,[],재무/회계,"역분식결산은 기업이 실제 벌어들인 이익보다 장부상 이익을 더 적게 표시하는 회계 처리를 뜻합니다. 일반적인 분식결산과 반대로 이익을 과소 표시하며, 주로 가격변동준비금, 대손충당금, 연구개발예비금 등의 항목을 활용해 이익을 숨기는 방식을 취합니다. 재무제표에 나타난 수치와 실제 수익성이 다를 수 있으므로 기업의 재무 상태를 파악할 때 유의해야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역시계곡선,[],가격/차트,"역시계곡선은 주가와 거래량의 상관관계를 분석하기 위해 두 지표의 움직임을 하나의 선으로 연결해 나타낸 차트입니다. 세로축에는 주가, 가로축에는 거래량을 두고 매일의 교차점을 이어 그리며, 주로 10일이나 25일 이동평균치를 활용합니다. 선이 시계 반대 방향으로 회전하며 움직이는 특징이 있어 역시계곡선이라 불립니다. 선의 진행 방향에 따라 시장 상황을 8가지 패턴으로 분류하며, 우상향은 강세, 좌하향은 약세 신호로 참고할 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역실적장세,[],거시경제,"역실적장세는 본격적인 불황기에 진입하면서 기업들의 실적이 눈에 띄게 나빠지는 시장 단계를 뜻합니다. 경기 민감주들이 큰 폭의 적자를 기록하거나 재무구조가 취약한 기업들이 어려움을 겪으며 주가가 하락하는 특징이 있습니다. 주로 뉴스나 리포트에서 경기 순환 주기를 설명할 때 사용되며, 시장 전반에 걸쳐 투자자들의 투매 현상이 나타나기도 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역외금융(off-shore financing),[],채권/금리/환율,"역외금융은 해외 자금시장에서 자금을 조달하여 해외 거래처에 대출해 주는 금융방식을 뜻합니다. 주로 다수의 금융기관이 참여하는 국제 신디케이트 형태로 이루어지며, 해외 시장 간의 자금 흐름을 다루는 뉴스나 리포트 등에서 주로 사용되는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
